Name,OS,RAM,Storage,Rating,Price,NormalizedSpecs,embedding
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty,"[-5.88098243e-02 -1.40821619e-03 -3.62614617e-02 -5.63262776e-02
  6.34851381e-02  1.71831623e-02 -2.96726376e-02 -2.60247471e-05
 -2.58222502e-02 -6.16162978e-02  8.17584917e-02 -6.31018355e-02
 -2.61358600e-02  6.08273549e-03  2.77735237e-02  7.13495016e-02
  4.59449813e-02 -5.25146127e-02  4.38105967e-03  9.63805057e-03
 -3.93841639e-02 -1.07367642e-01 -4.25447039e-02 -6.05796948e-02
 -3.46501805e-02  1.12328371e-02  1.00054741e-01 -3.29597034e-02
 -4.18384969e-02  1.58059804e-04  1.20422160e-02  1.48863588e-02
  4.31332365e-02  1.56065002e-02 -2.16103327e-02 -5.31162284e-02
 -3.76825134e-04 -7.26423934e-02  1.79595575e-02 -1.52359540e-02
 -7.92599991e-02  5.77316508e-02  3.96846086e-02 -3.20479088e-02
  7.13021532e-02 -1.65644772e-02 -1.22614168e-02  2.47769486e-02
  1.16881609e-01 -1.15875542e-01 -6.51246905e-02 -2.23928522e-02
 -2.28692945e-02 -3.30478139e-02 -1.18522801e-01 -7.19339121e-03
 -1.54188154e-02 -2.10564416e-02  1.13459595e-01 -1.03551699e-02
  6.77418038e-02 -9.28815231e-02  1.70029067e-02  2.83034388e-02
  1.93465594e-02  1.64135024e-02  3.06956191e-02 -7.83868060e-02
 -2.22133789e-02 -2.08391622e-02  2.95478702e-02  6.05899319e-02
  4.67868242e-03  1.30373174e-02 -1.46120237e-02 -6.27394533e-03
  6.81150286e-03  7.78587162e-02 -2.73424648e-02 -4.76231286e-03
 -6.17557056e-02 -3.32020223e-02  1.55022147e-03 -6.89268038e-02
  4.66212183e-02  2.12422200e-02 -1.82842910e-02 -2.80785933e-02
 -1.88177563e-02 -8.01433697e-02 -6.28929362e-02  1.15999701e-02
 -2.80049909e-02 -6.08633086e-03 -6.14204183e-02 -2.05094740e-03
  1.13508403e-01 -3.36405332e-03 -2.90602595e-02  8.77060220e-02
  1.60309244e-02  3.76743600e-02  9.03777927e-02 -6.19605184e-02
 -2.70992629e-02 -6.47885725e-02  3.12485453e-03  1.02060050e-01
 -4.28526886e-02  2.67905090e-03 -5.14881080e-03 -5.80696948e-02
 -3.44004966e-02  1.72635969e-02  9.34599433e-03 -2.17314530e-02
 -3.80462855e-02  5.70063628e-02  7.41061494e-02  7.72283971e-02
 -1.92369893e-03 -4.19584503e-05 -3.36896703e-02 -6.76382333e-02
 -4.51256000e-02 -3.02412435e-02  2.22567115e-02  5.91813761e-33
  1.32716477e-01 -4.15502489e-02 -8.25868454e-03 -2.02331655e-02
 -1.24110756e-02 -6.51365961e-04 -6.91718841e-03 -2.05909666e-02
  2.18381304e-02 -5.75914383e-02  1.36944260e-02 -1.84880933e-04
 -8.08413401e-02  2.96668871e-03 -2.07088906e-02  1.57943480e-02
 -7.42081404e-02  3.29027697e-02  1.03226176e-03  3.78466360e-02
  1.77124217e-02 -3.55446972e-02 -4.92062047e-02  3.29945795e-02
  3.13628949e-02  1.27181932e-01 -4.52649109e-02 -5.99169545e-02
 -5.23713380e-02  8.45623091e-02  5.11551695e-03 -5.35482354e-02
 -1.05228171e-01 -1.15405291e-01 -4.38090488e-02  1.51650943e-02
 -2.89098006e-02  2.57853940e-02  3.61636393e-02 -3.30203436e-02
 -7.26913065e-02 -7.01993406e-02 -9.26511437e-02  3.62742618e-02
 -1.62975322e-02 -5.80693455e-03  3.85208763e-02  1.14289194e-01
 -2.03879876e-03  4.53767441e-02 -1.65481254e-01 -8.61715376e-02
  4.19109873e-02 -7.31745781e-03 -3.16396654e-02 -5.71411401e-02
  3.08616608e-02  4.95356545e-02 -3.19243176e-03  1.00345975e-02
  5.97295724e-02  4.19079326e-02 -2.84205303e-02  2.15662308e-02
 -4.82864678e-02 -1.14709184e-01  3.56624201e-02 -6.94613252e-03
 -1.35979196e-02 -5.04519790e-02  3.44135240e-02 -1.18892603e-01
  5.98700643e-02  7.97374323e-02 -7.72615671e-02 -2.84277387e-02
 -1.63321458e-02 -5.30268252e-02 -1.02412075e-01  4.34310362e-02
 -2.74326950e-02 -1.58882793e-02  4.99673560e-02  5.69153484e-03
 -1.65099315e-02  8.84652063e-02  4.88409959e-02 -8.65114946e-03
 -2.59327721e-02  4.53844294e-02 -2.68185493e-02  7.45523125e-02
 -5.98617736e-03  1.11339020e-03  2.13598534e-02 -5.79306244e-33
 -3.50830369e-02  2.96518654e-02  4.65678517e-03  2.28763632e-02
 -4.62907478e-02  5.46896420e-02  1.36292586e-02  6.92092925e-02
 -1.11673940e-02 -4.23075482e-02  4.40089852e-02 -8.02702084e-02
 -3.90776433e-03 -1.49202719e-02  4.27922979e-02  4.93436642e-02
 -4.83110510e-02 -1.00419752e-01  2.10279431e-02 -3.30288596e-02
 -5.63511774e-02  1.53558794e-02  4.52338047e-02  3.66191678e-02
  4.29486781e-02  2.09754445e-02 -4.62542400e-02 -2.88194930e-03
 -3.96923460e-02  7.03736842e-02  5.69935003e-03 -2.39892048e-03
  4.63700183e-02  1.12352975e-01  8.00540522e-02 -3.74947041e-02
  1.35916799e-01 -1.97846666e-02  7.13321045e-02  3.73191424e-02
  3.96090858e-02  5.49289994e-02  1.36874132e-02  4.56246212e-02
  1.67607423e-02  3.42298043e-03  3.36946920e-02 -7.85643831e-02
  4.58149984e-02 -3.36490087e-02  5.46500124e-02  2.88918540e-02
 -9.48773697e-03  1.04555348e-03 -3.59327276e-03 -4.49589193e-02
 -6.38094731e-03  1.65892076e-02 -2.26571541e-02 -6.06439374e-02
 -1.37724951e-02 -3.08247525e-02  6.47089770e-03  1.76521242e-02
  7.75977224e-02  6.02097735e-02  6.21714182e-02  5.20750806e-02
  1.67728849e-02  2.76918355e-02 -7.73508698e-02 -5.79514876e-02
  1.06388278e-01  5.80662675e-03  3.08172381e-03  4.25709374e-02
 -5.72964735e-02  1.46274613e-02 -1.90298092e-02 -2.18633246e-02
  3.71399894e-02 -5.34803309e-02  1.30872289e-02 -3.85430902e-02
 -1.83837255e-03 -4.32781130e-02  4.99785803e-02  1.81118529e-02
 -2.77479645e-02 -2.71803644e-02 -3.41794379e-02  4.57275175e-02
 -8.06617960e-02  5.96706457e-02 -9.00796894e-03 -2.24745076e-08
  8.66006017e-02  2.83253789e-02 -4.04245872e-03  5.96386939e-02
  7.62483701e-02 -9.98450294e-02  1.62668955e-02 -1.47795957e-02
  5.39590195e-02 -3.13810911e-03 -3.20826657e-03 -7.52052246e-03
  2.20772438e-02  7.64323324e-02  5.84444255e-02  3.09503488e-02
 -6.94600865e-02  1.01939894e-01 -1.81779571e-04 -4.01386321e-02
  1.08378969e-01 -3.88044007e-02  4.66297120e-02 -2.86322106e-02
  1.36360243e-01 -6.31989352e-03  7.51273558e-02  4.65724766e-02
  3.04548927e-02 -9.04760696e-03 -1.41530201e-01 -2.97392383e-02
 -9.37807709e-02 -1.76885892e-02  2.21800003e-02  1.18168490e-02
 -1.37278261e-02  5.63719822e-03  4.75274725e-03  2.23751739e-03
  2.31176149e-02 -2.05127639e-03 -9.67667028e-02 -1.69070233e-02
  4.88946214e-02  5.13458624e-03 -8.94080848e-03  3.33913714e-02
  2.42414773e-02  4.10463363e-02 -1.49631724e-01 -1.49940317e-02
  5.34766726e-02  1.90179460e-02 -5.42715155e-02  2.62752715e-02
  1.85380746e-02  7.93240517e-02 -5.69256991e-02 -1.58865508e-02
  1.37115931e-02  6.59207031e-02 -6.21321751e-03 -6.29973598e-03]"
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty,"[-1.22294281e-04 -2.32598968e-02 -6.40754327e-02  4.91773598e-02
 -8.61585233e-03  4.72250255e-03 -6.53606728e-02 -3.63610648e-02
 -3.34884375e-02 -6.24980719e-04  1.23727238e-02 -4.99984585e-02
 -8.11681673e-02 -1.44732445e-02  1.27431722e-02  8.37251768e-02
  6.84031174e-02 -4.16874178e-02  6.17713630e-02 -2.76142471e-02
  2.35660113e-02 -9.52292681e-02 -5.31262532e-03 -4.03886437e-02
  8.20516199e-02  6.61174208e-02  1.14095159e-01 -1.51408156e-02
  6.55952189e-03 -3.72852087e-02 -4.16432731e-02 -4.74791303e-02
  8.39961879e-03  7.26704001e-02 -1.71723422e-02 -2.23587751e-02
 -4.76056337e-02 -9.28869620e-02  2.04494819e-02 -1.81592768e-03
 -3.91245931e-02  2.63715605e-03  2.00022068e-02 -3.45127955e-02
  1.46692861e-02 -3.33693959e-02  7.49448463e-02 -3.28205004e-02
  3.15800719e-02 -5.04781380e-02  6.99464977e-02 -4.03369591e-02
 -4.39629033e-02 -2.34904978e-02 -1.03730306e-01  1.08196542e-01
  2.12968830e-02 -5.78314215e-02 -2.15104297e-02 -2.24532261e-02
  8.81773531e-02 -7.87518844e-02 -3.19411675e-03 -1.28526380e-02
  1.68150309e-02 -5.68278246e-02  1.05522145e-02 -9.23465937e-02
  5.64283505e-03 -4.47228365e-02  2.79989950e-02  5.51837720e-02
  3.44092324e-02  1.51148960e-02  6.42204657e-02  5.39274924e-02
  1.19523276e-02 -2.42332965e-02 -2.53986791e-02 -1.17325179e-01
  3.82886305e-02 -2.36830916e-02  4.48167175e-02  3.03180027e-03
  1.39254689e-01 -4.45820391e-02  3.03283054e-02  4.46619689e-02
  1.37499981e-02 -6.07345477e-02 -4.06416729e-02  6.18927516e-02
  2.33877487e-02 -4.17222222e-03  4.29222248e-02  1.84858963e-02
  1.18378930e-01 -6.79951301e-03 -6.54005706e-02  5.13667352e-02
  1.77360047e-02  4.03247811e-02  7.61658028e-02  9.19431373e-02
  2.29566135e-02  4.59194593e-02 -7.73154348e-02  6.57924861e-02
 -7.97609687e-02 -5.26186638e-02  1.17996112e-02  5.78993224e-02
  3.45353894e-02 -9.50044778e-04  5.12589142e-02 -6.03816705e-03
  1.74227506e-02 -3.61241885e-02  6.87005669e-02  2.28124317e-02
 -1.99476872e-02  3.03457864e-02 -1.43189440e-02 -1.98032428e-02
  7.84979109e-03 -6.90971091e-02 -4.61859629e-02  8.91014285e-33
 -1.69132128e-02  3.18795145e-02 -6.80380464e-02 -3.25679407e-02
 -2.22862372e-03  8.10856652e-03 -1.08534954e-02 -1.26883417e-01
  4.87406403e-02  1.87012255e-02  5.88782365e-03 -5.19065186e-02
  2.58622337e-02  1.80721711e-02  4.94417772e-02 -8.31537917e-02
  1.10422075e-03  2.69167218e-02 -5.23020327e-02 -7.40323365e-02
  1.13567077e-02 -6.78028613e-02 -1.52280340e-02  1.89708080e-02
 -2.08485294e-02  4.48137661e-03  4.63806503e-02  2.41156388e-02
 -1.16801979e-02 -3.25311627e-03  8.41944143e-02  1.00109614e-02
 -1.08689945e-02 -1.22947536e-01  2.91320998e-02  3.83122563e-02
 -2.59376075e-02 -9.04892385e-03  2.52681691e-03  3.53171900e-02
 -4.65299189e-03  1.31573873e-02 -5.04027940e-02 -1.89349595e-02
 -2.98572797e-02 -3.01632602e-02 -2.94347089e-02  5.74485213e-02
  3.09783798e-02  3.03988829e-02 -6.91606849e-02 -6.99339435e-02
  4.16694209e-02 -1.26365514e-03  4.00305316e-02 -1.72383953e-02
 -1.12416744e-02  5.03817387e-02  1.05693415e-01  8.94761756e-02
  1.28683290e-02 -7.62287527e-02 -5.06254844e-02  5.25330380e-02
 -7.90097415e-02  5.65484539e-02  3.21995094e-02 -1.56234624e-02
 -3.17603089e-02 -1.27140842e-02  1.71824396e-02  5.97134873e-04
  5.80089502e-02 -4.92586456e-02 -3.48433368e-02  4.66728210e-02
 -4.44930904e-02 -2.69449316e-02 -9.23468992e-02 -1.06616266e-01
  1.16063496e-02  1.35748601e-03 -3.84967134e-04 -1.91311445e-02
 -5.23761697e-02  1.05066694e-01 -2.37084646e-02 -2.62942351e-02
 -1.83527148e-03  1.24577293e-02  2.02333350e-02  2.62582768e-02
  1.09652042e-01 -7.73898186e-03 -2.35310961e-02 -6.43961519e-33
 -6.33456334e-02 -1.05963033e-02 -1.62371397e-02  5.79847544e-02
  3.63258854e-03  5.31853214e-02  2.77226977e-02  8.06267783e-02
 -3.58950272e-02 -9.52437446e-02  1.74595006e-02  1.20853335e-02
 -2.10424252e-02 -3.60280424e-02  6.45137876e-02  1.81439742e-02
 -4.62710969e-02 -2.24473905e-02  7.87701234e-02  6.44263849e-02
 -1.44323595e-02  2.35487372e-02 -5.52134700e-02  3.37168537e-02
  6.54791947e-03  1.94267426e-02 -5.53589500e-02 -1.67174339e-02
  3.16556572e-04  2.46129315e-02  6.33040220e-02 -2.88672857e-02
  8.34039226e-02  1.19942434e-01 -2.58307252e-02 -1.83308404e-02
  4.82107513e-02 -3.98244075e-02  2.54874583e-02  3.30330841e-02
  4.74961475e-02  1.07147560e-01 -7.48188468e-03  7.71849591e-04
 -3.42987813e-02  7.07569495e-02 -1.62623841e-02 -7.43021592e-02
  8.10151268e-03 -4.92036752e-02 -1.02114212e-02 -1.03732251e-01
  1.58690792e-02 -3.15123424e-02  1.04222214e-02 -4.56296615e-02
  8.92275665e-03 -7.52606755e-03  7.25491121e-02 -3.29455361e-02
  3.90434079e-02  1.22294333e-02  8.29088539e-02 -9.47907045e-02
  1.13148667e-01 -6.10717312e-02 -1.10149719e-02  7.95086697e-02
  1.29627027e-02 -2.39566490e-02 -9.46171433e-02 -3.69038247e-02
 -7.10386643e-03  1.49414893e-02  1.46289289e-01 -6.83566332e-02
 -2.56607402e-02  6.55882135e-02 -3.83516438e-02  1.32948523e-02
 -7.42445961e-02 -9.90919694e-02 -1.03827091e-02 -1.35722524e-03
  4.25621755e-02 -3.96483280e-02  1.56254154e-02 -2.01221202e-02
 -1.30764106e-02 -4.96069118e-02 -1.75756253e-02 -1.42377568e-02
 -3.64294872e-02  1.49932979e-02  1.38685470e-02 -2.55820858e-08
  1.15601778e-01 -4.24270071e-02  1.34029780e-02 -5.43300807e-03
  9.90620479e-02 -8.77485797e-02  5.03804013e-02  3.10986710e-04
  1.42194265e-02 -4.66169789e-02  3.45522282e-03 -8.43164921e-02
  7.27263987e-02  3.40761542e-02  3.84271774e-03  2.90926993e-02
 -4.79291715e-02  9.71881449e-02  1.44539438e-02 -5.92185929e-02
  8.17675889e-03  4.18675765e-02  8.70102420e-02 -1.94440689e-02
  9.00868773e-02  4.23718989e-02 -7.58896098e-02  5.78406826e-02
  4.60472424e-03  1.72525290e-02 -4.08915803e-03  4.25476544e-02
  1.61467865e-01 -1.00855850e-01 -2.46378761e-02  6.01670565e-03
  9.68582183e-02  8.62400010e-02  6.51530772e-02  1.11391805e-02
 -3.87990521e-03  2.92062620e-03  4.52188123e-03 -1.70970727e-02
 -4.03786451e-02 -1.26005579e-02 -4.61507253e-02 -1.80880409e-02
 -3.63330096e-02  2.45945603e-02 -2.08452400e-02 -1.45410374e-02
  3.57263498e-02  1.95125380e-04  1.99888856e-03 -1.24428488e-01
 -6.51617348e-02  7.82189891e-02 -1.15527567e-02 -4.75498848e-02
  7.99371526e-02 -8.49268958e-02 -3.49318646e-02 -1.12688933e-02]"
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty,"[ 3.94929647e-02  6.25096038e-02 -1.58011857e-02 -1.50386039e-02
  9.96693689e-03 -5.82707464e-04 -6.54584840e-02 -3.39561398e-03
 -2.55126748e-02 -1.13409637e-02  7.54617378e-02 -1.98464245e-02
 -8.70780498e-02  3.99401151e-02  1.32683245e-02  2.20899358e-02
  1.16109647e-01 -7.97855929e-02  4.61839773e-02 -1.42419571e-02
  7.61520714e-02 -1.92429945e-02  3.60898674e-02 -5.54921813e-02
  6.09337650e-02  5.82697503e-02  9.54878628e-02 -9.27577689e-02
 -2.27672909e-03 -7.58922566e-03  2.52289865e-02 -3.51627320e-02
  2.05954909e-02  4.07833466e-03 -4.12284136e-02 -4.76058684e-02
 -2.56732982e-02 -1.44865841e-01  6.25915602e-02 -2.60136519e-02
 -4.93806191e-02 -4.14985679e-02 -7.42675690e-03  2.37330608e-02
  8.07613134e-03 -5.65205375e-03  7.66802728e-02 -3.76144126e-02
  9.22778994e-02 -2.35542115e-02  6.43388601e-03 -3.12719718e-02
 -6.38209358e-02 -4.96399589e-02 -9.41645652e-02  9.42609236e-02
 -9.11817979e-03 -3.80846560e-02  6.92249881e-03 -6.38958663e-02
  1.38096556e-01 -7.14614838e-02 -3.85152102e-02  2.12362893e-02
  1.29453335e-02 -3.17225754e-02  5.99082261e-02 -2.65304986e-02
  7.06742052e-03  2.56828554e-02  2.58847419e-02  3.54094878e-02
  6.01937920e-02 -3.57335396e-02  1.93745475e-02  8.63825753e-02
  9.66374949e-03  3.83061153e-04  4.19389196e-02 -7.10704923e-02
 -6.32203519e-02 -2.03946605e-02  5.39832897e-02 -3.72956581e-02
  7.01794550e-02  3.13317380e-03  2.73597450e-03  7.52231181e-02
  2.80356943e-03 -8.07020962e-02 -3.83387730e-02  7.86170084e-03
  5.10583855e-02  3.63771468e-02  1.85141191e-02 -3.42142433e-02
  6.32128045e-02 -1.87954288e-02 -1.72793362e-02  5.85971773e-03
  1.33635402e-02  4.81659994e-02  8.98739174e-02  7.71325380e-02
 -2.72338204e-02  8.22920445e-03 -7.57125020e-02 -1.46724656e-03
 -4.18803357e-02 -3.68313566e-02 -1.86053310e-02  1.03747025e-01
  4.65438375e-03 -2.06303690e-02  3.82420570e-02 -1.77077968e-02
  4.74767014e-02 -2.91739367e-02  1.13831703e-02  5.48775084e-02
  5.11749089e-03 -2.25320924e-02 -2.65124422e-02 -3.75611596e-02
 -3.12093981e-02 -4.89812419e-02 -8.11952502e-02  8.27931308e-33
  7.16273636e-02  4.50349711e-02 -3.18256505e-02 -1.92873143e-02
 -3.46843824e-02 -3.48783322e-02 -3.82526815e-02 -1.45084336e-01
  2.96286345e-02  4.44333665e-02 -4.40148935e-02 -8.60942751e-02
  1.85163636e-02  8.78467634e-02 -2.92541869e-02 -5.11731841e-02
 -1.58708654e-02 -8.83694738e-03  9.69983637e-03 -2.40278300e-02
  1.09188231e-02 -3.33301872e-02 -2.51698699e-02  1.03532327e-02
  4.56064306e-02 -3.95943224e-02 -7.43213482e-03  3.87297571e-02
  2.59000976e-02  1.85014643e-02  4.20596115e-02 -1.20336525e-01
 -1.09603986e-01 -9.81828049e-02  3.72936204e-02 -9.23925731e-03
  4.15228354e-03 -2.98605561e-02  5.61342910e-02 -1.47858141e-02
 -5.64771444e-02  1.83402672e-02  7.01520592e-04 -8.91453587e-03
 -1.77330673e-02  6.39131889e-02 -4.84066010e-02  1.73631939e-03
  6.57724664e-02 -2.66877115e-02 -6.13360964e-02 -3.87522690e-02
  3.18511799e-02 -7.38665182e-03 -2.02387432e-03 -3.03021464e-02
 -1.84182136e-03  4.78071719e-02  9.37208980e-02  1.44437641e-01
  2.88760513e-02 -6.68399185e-02 -5.86257242e-02  3.45045179e-02
 -3.35535482e-02  1.18140429e-01  3.87344323e-02 -4.08642031e-02
 -1.80381313e-02 -9.97889787e-03 -1.62938852e-02  2.61960253e-02
  9.57289413e-02 -4.87197489e-02  1.62754697e-03  3.19391377e-02
 -4.13558520e-02 -4.95384857e-02 -1.18175469e-01 -6.89883977e-02
 -1.28346542e-02  3.92224714e-02 -5.62728904e-02 -2.51694079e-02
  3.80290374e-02  5.91679439e-02 -2.66164243e-02 -2.43035518e-02
  3.20758447e-02  5.77306468e-03  2.82577500e-02  5.47807254e-02
  7.58658871e-02  1.30745331e-02 -1.91423018e-02 -5.93425731e-33
 -5.66091351e-02 -1.41091347e-02 -2.85864323e-02  9.16072130e-02
  2.89271083e-02  2.76451800e-02  8.09446797e-02  1.49311619e-02
 -4.55727130e-02 -1.17375411e-01  3.36879604e-02  3.06030153e-03
  8.26412160e-03  3.72174382e-02  4.19491231e-02  5.71912006e-02
 -4.73760627e-02 -7.57265314e-02  5.16743623e-02 -1.31046753e-02
  1.80284318e-03  5.92096616e-03 -2.08997689e-02  3.25097740e-02
  1.30191101e-02  2.25596856e-02 -7.51145184e-02 -2.33141407e-02
 -9.26104467e-03  4.24892232e-02  8.24711546e-02 -4.41658646e-02
 -1.54600888e-02  8.22717920e-02  3.82460356e-02 -1.79715157e-02
  5.81694618e-02  5.68819679e-02  3.52751091e-02 -1.95641369e-02
  6.45968318e-02  8.19910169e-02  4.01120670e-02  1.30108846e-02
 -3.31651047e-02  5.24999723e-02 -1.96781650e-04 -6.33824244e-02
 -2.22042631e-02 -4.03545164e-02 -4.20065857e-02 -3.15621756e-02
  1.55275390e-02 -3.82012166e-02  3.59461308e-02 -5.98572046e-02
  2.99104508e-02 -2.29108259e-02  5.84010817e-02 -5.70825264e-02
  2.81168204e-02 -1.78215913e-02  7.05403760e-02 -7.99768046e-02
  1.04483925e-01 -7.38369226e-02 -3.28503810e-02  6.17416501e-02
 -4.05261817e-04  4.07250412e-02 -1.16386130e-01 -3.82882021e-02
  1.90698337e-02  1.07308766e-02  5.76537363e-02 -1.88428361e-03
 -2.00160947e-02 -1.43722333e-02 -9.87991504e-03  4.34366763e-02
 -1.54380742e-02 -7.44749606e-02  2.25685257e-02 -3.21607292e-02
  2.76054591e-02 -4.80156429e-02 -1.24124205e-02 -8.90641753e-03
  3.80153023e-02 -3.08447015e-02 -1.45598203e-02 -2.96470951e-02
 -4.58196849e-02  5.54053038e-02 -6.51324680e-03 -2.50969485e-08
  6.70067221e-02 -1.59904733e-02  2.94270292e-02  6.12880569e-03
  5.13590202e-02 -6.06355183e-02  4.75496612e-02 -3.73370610e-02
  9.45053324e-02  2.26589497e-02 -2.05599912e-03 -8.19866881e-02
  3.07523664e-02  2.05467641e-03  1.49016026e-02 -2.14110054e-02
 -4.54714969e-02  9.60601121e-02  1.35006690e-02 -1.63607329e-01
  3.97102572e-02  4.71715853e-02  6.07232861e-02 -1.27808349e-02
  1.14135608e-01  4.63473052e-02 -1.39773975e-03  2.17611752e-02
  1.63851380e-02 -2.50376519e-02 -5.90170845e-02  5.43293618e-02
  7.55083337e-02 -6.81866482e-02  9.45386011e-04 -2.90299058e-02
  1.05301678e-01  1.14776239e-01  1.34105012e-01  1.98942944e-02
 -3.15084420e-02 -1.98111739e-02 -1.39593380e-02  7.03997118e-03
  1.73503999e-02 -3.30691561e-02  5.70465475e-02 -6.34896085e-02
 -1.73300114e-02 -1.82990786e-02  2.05549668e-03  1.10056773e-02
  2.85082031e-02  3.12126689e-02  1.01330243e-02 -2.47109272e-02
 -1.35894388e-01  9.53026712e-02 -7.60880765e-03 -4.53407504e-02
  4.17141896e-03 -1.22952141e-01 -6.37018606e-02 -4.64361496e-02]"
