Name,OS,RAM,Storage,Rating,Price,NormalizedSpecs
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,34990,intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
DELL Intel Core i5 13th Gen -,Windows 11 Home,8 GB,1 TB SSD,4.0,59740,intel core i5 processor (13th gen)8 gb lpddr5 ramwindows 11 operating system1 tb ssd35.56 cm (14 inch) display1-year warranty
MOTOROLA Motobook 60 Full Metal Intel Core 7,Series 2,,,4.2,70990,intel core 7 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
HP Pavilion Intel Core i5 11th Gen 1155G7 -,Windows 11 Home,8 GB,512 GB SSD,4.2,48999,"intel core i5 processor (11th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office home & student 2019, hp documentation, hp bios recovery, hp smart1 year onsite warranty"
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
DELL Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.1,46480,"processor: intel i5-1235u (base- 3.30 ghz & turbo up to 4.40 ghz) 10 coresram & storage: 8gb ddr4 & 512gb ssdgraphics & keyboard: integrated & standard keyboarddisplay: 15.6"" fhd wva ag 120hz 250 nits narrow borderintel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd38.0 cm (14.96 inch) display1 year onsite hardware service"
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 -,Windows 11 Home,8 GB,512 GB SSD,3.9,47990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displayoffice home & student 20211 year onsite warranty
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
MSI Modern 15 Intel Core i7 12th Gen 1255U -,Windows 11 Home,16 GB,1 TB SSD,4.3,51990,intel core i7 processor (12th gen)16 gb ddr4 ramwindows 11 operating system1 tb ssd39.62 cm (15.6 inch) display1 year onsite warranty
MSI Modern 15 Intel Core i7 12th Gen 1255U -,Windows 11 Home,16 GB,512 GB SSD,4.3,48990,intel core i7 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Infinix Y3 Max Series Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,29990,intel core i5 processor (12th gen)16 gb lpddr4x ramwindows 11 operating system512 gb ssd40.64 cm (16 inch) display1 year onsite warranty
Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U -,Windows 11 Home,8 GB,512 GB SSD,4.3,48990,intel core i3 processor (13th gen)8 gb lpddr4x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
Acer Aspire 5 15 Intel Core i3 13th Gen 1305U -,Windows 11 Home,8 GB,512 GB SSD,3.9,39990,intel core i3 processor (13th gen)8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year international travelers warranty (itw)
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
ASUS VivoBook K15 OLED AMD Ryzen 5 Hexa Core AMD R5-5500U -,Windows 11 Home,8 GB,256 GB SSD,4.4,49999,amd ryzen 5 hexa core processor8 gb ddr4 ram64 bit windows 11 operating system1 tb hdd|256 gb ssd39.62 cm (15.6 inch) displayoffice home and student 20211 year onsite warranty
Infinix ZERO BOOK Series Intel Core i5 12th Gen 12500H -,Windows 11 Home,16 GB,512 GB SSD,4.2,51999,intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo V 14,2025,,,,33890,"intel core i3 processor (12th gen)16 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 home1 year accidentaly damage protection + onsite"
Acer Aspire 3 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.2,30990,intel core i3 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year domestic warranty
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
HP G10 AMD Ryzen 5 Hexa Core 7th Gen 7530U Turbo Boost -,Windows 11 Pro,8 GB,512 GB SSD,,32599,amd ryzen 5 hexa core processor (7th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayms office1 year onsite warrenty
DELL Inspiron AMD Ryzen 5 Hexa Core 5625U -,Windows 11 Home,8 GB,512 GB SSD,3.9,56999,"processor: ryzen r5-5625u (base- 2.30 ghz & turbo up to 4.30 ghz) 6 coresram & storage: 8gb ddr4 & 512gb ssdgraphics & keyboard: radeon graphics & standard keyboard15.6"" fhd wva ag narrow border 120hz 250 nitsamd ryzen 5 hexa core processor8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite hardware service"
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Apple 2020 Macbook Air Apple M1 -,Mac OS Big Sur,16 GB,256 GB SSD,4.7,102990,"apple m1 processor16 gb ddr4 rammac os operating system256 gb ssd33.78 cm (13.3 inch) displaybuilt-in apps: imovie, siri, garageband, pages, numbers, photos, keynote, safari, mail, facetime, messages, maps, stocks, home, voice memos, notes, calendar, contacts, reminders, photo booth, preview, books, app store, time machine, tv, music, podcasts, find my, quicktime player1 year limited warraâ­nty"
Apple MacBook AIR Apple M2 -,Mac OS Monterey,16 GB,256 GB SSD,,111990,"apple m2 processor16 gb unified memory rammac os operating system256 gb ssd34.54 cm (13.6 inch) displaybuilt-in apps: imovie, siri, garageband, pages, numbers, photos, keynote, safari, mail, facetime, messages, maps, stocks, home, voice memos, notes, calendar, contacts, reminders, photo booth, preview, books, app store, time machine, tv, music, podcasts, find my, quicktime player1 year limited warraâ­nty"
Lenovo IdeaPad Flex 5 Intel Core i7 13th Gen 1355U -,Windows 11 Home,16 GB,512 GB SSD,4.3,74990,intel core i7 processor (13th gen)16 gb lpddr4x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen displaymicrosoft office home & student 20211 year carry-in warranty
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U -,Windows 11 Home,16 GB,512 GB SSD,4.2,41990,amd ryzen 5 quad core processor16 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year carry-in warranty
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
MOTOROLA Motobook 60 Full Metal Intel Core 7,Series 2,,,4.2,70990,intel core 7 (series 2) processor16 gb ddr5 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayoffice home 20241 year onsite warranty
DELL 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31398,amd ryzen 3 quad core processor8 gb ddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home & student 20211 year onsite hardware service
ASUS Vivobook 14,2025,,,3.6,46990,"intel core i5 processor (13th gen)8 gb ddr4 ramwindows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office home 2024 (lifetime validity ) + microsoft 365 basic*(1-year validity), one-month membership of adobe creative cloud all apps, mcafee 1 year1 year onsite warranty"
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.2,35900,intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 yr. onsite
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
ASUS VivoBook Ultra 14 AMD Ryzen 7 Octa Core AMD R7-4700U -,Windows 10 Home,8 GB,512 GB SSD,4.4,53999,"amd ryzen 7 octa core processor8 gb ddr4 ram64 bit windows 10 operating system512 gb ssd35.56 cm (14 inch) displaymy asus, splendid1 year onsite warranty"
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
HP 14 G9,2025,,,3.0,39599,"amd ryzen 5 hexa core processor16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 pro1 year onsite warranty"
Infinix ZEROBOOK 13 Intel Core i5 13th Gen 13500H -,Windows 11 Home,16 GB,512 GB SSD,4.1,44990,intel core i5 processor (13th gen)16 gb lpddr5x ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core i5 12th Gen 12450H -,Windows 11 Home,16 GB,512 GB SSD,4.2,57990,intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd40.64 cm (16 inch) display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo MSO'2024 AMD Ryzen 5 Hexa Core 5625U -,Windows 11 Home,16 GB,512 GB SSD,4.2,42900,amd ryzen 5 hexa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H -,Windows 11 Home,16 GB,1 TB SSD,4.2,57990,intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 operating system1 tb ssd35.56 cm (14 inch) display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H -,Windows 11 Home,16 GB,512 GB SSD,4.2,57990,intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
Lenovo V 14,2025,,,,33890,"intel core i3 processor (12th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 pro1 year accidentaly damage protection + onsite"
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
HP 15 G10,2025,,,3.2,24750,"amd athlon dual core processor8 gb ddr4 ram64 bit windows 11 home operating system256 gb ssd39.62 cm (15.6 inch) displaymicrosoft office 2021, windows 11 home1 year onsite warranty"
Lenovo V 14,2025,,,4.0,41990,"intel core i5 processor (12th gen)16 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 home1 year onsite warranty"
Lenovo V 14,2025,,,,33890,"intel core i3 processor (12th gen)16 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 home1 year onsite warranty"
HP 15s Intel Core i7 13th Gen 1360P -,Windows 11 Home,16 GB,512 GB SSD,4.3,73990,intel core i7 processor (13th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
MSI AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,,46990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year carry-in warranty
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H -,Windows 11 Home,16 GB,512 GB SSD,3.9,50990,intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 yr. onsite + 1 yr. accidental damage protection
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
Lenovo V 14,2025,,,,31499,"intel core i3 processor (12th gen)8 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 home1 year onsite warranty"
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H -,Windows 11 Home,16 GB,512 GB SSD,4.2,75990,intel core i5 processor (13th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd40.64 cm (16 inch) displaymicrosoft office home & student 20211yr warranty + 1 yr premium care and 1 yr accidental damage protection
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
DELL Inspiron 3520 Intel Core i3 11th Gen 1115G4 -,Windows 11 Home,8 GB,512 GB SSD,3.7,38990,"intel core i3 processor (11th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaywindows 11, microsoft office1 year onsite hardware service"
HP Laptop Intel Core i3 N305 -,Windows 11 Home,8 GB,512 GB SSD,4.3,30490,intel core i3 processor8 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
Acer Aspire 3 Intel Core i7 12th Gen 1255U -,Windows 11 Home,16 GB,1 TB SSD,4.3,49990,intel core i7 processor (12th gen)16 gb ddr4 ram64 bit windows 11 operating system1 tb ssd35.56 cm (14 inch) display1 year domestic warranty
Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U -,Chrome OS,8 GB,256 GB SSD,3.9,21999,intel core i3 processor (13th gen)8 gb lpddr5x ramchrome operating system256 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
DELL 15 Intel Core i3 13th Gen 1305U -,Windows 11 Home,8 GB,512 GB SSD,3.4,35990,"intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite hardware service"
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
DELL Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,3.9,50749,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite hardware service
HP 15,2024,,,4.2,28990,amd ryzen 3 quad core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.3,46990,intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo V15 Intel Core i3 12th Gen -,512 MB Graphics,8 GB,512 GB SSD,3.9,31990,intel core i3 processor (12th gen)8 gb ddr4 ramdos operating system512 gb ssd39.62 cm (15.6 inch) display1 year warranty
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H -,Windows 11 Home,16 GB,512 GB SSD,4.1,84190,intel core i7 processor (13th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd40.64 cm (16 inch) displaymicrosoft office home & student 20211yr warranty + 1 yr premium care and 1 yr accidental damage protection
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,16 GB,512 GB SSD,4.1,40980,intel core i5 processor (12th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year domestic warranty
ASUS Vivobook 16,2025,,,,54990,"intel core i5 processor (13th gen)16 gb ddr4 ramwindows 11 home operating system512 gb ssd40.64 cm (16 inch) displaymicrosoft office home 2024 (lifetime validity ) + microsoft 365 basic*(1-year validity), mcafee 1 year1 year onsite warranty"
HP Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.3,44990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,4.1,42990,intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year domestic warranty
DELL Inspiron 5430 Intel Core i5 13th Gen -,Windows 11 Home,16 GB,1 TB SSD,4.0,72690,"intel core i5 processor (13th gen)16 gb lpddr5 ram64 bit windows 11 operating system1 tb ssd35.56 cm (14 inch) displaywindows 11, microsoft office1-year warranty"
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 -,Chrome OS,4 GB,32 GB EMMC Storage,3.8,9999,mediatek kompanio 520 processor4 gb lpddr4x ramchrome operating system29.46 cm (11.6 inch) display1 year carry-in warranty
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U -,Windows 11 Home,16 GB,512 GB SSD,4.0,36990,amd ryzen 7 octa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
MSI Intel Core i5 12th Gen 1235U -,Windows 11 Home,8 GB,512 GB SSD,,39990,intel core i5 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd38.1 cm (15 inch) display1 year carry-in warranty
Acer One 14 AMD Ryzen 3 Dual Core 3250U -,Windows 11 Home,8 GB,512 GB SSD,4.0,25990,amd ryzen 3 dual core processor8 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year onsite warranty
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U -,Windows 11 Home,16 GB,512 GB SSD,4.2,34990,intel core i5 processor (13th gen)16 gb lpddr4x ramwindows 11 operating system512 gb ssd40.64 cm (16 inch) displayna1 year onsite warranty
Lenovo V 15,2025,,,5.0,44490,"intel core i5 processor (12th gen)16 gb ddr4 ram64 bit windows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office 2021, windows 11 home1 year accidentaly damage protection + onsite"
HP Chromebook Intel Celeron Dual Core N4120 -,Chrome OS,4 GB,64 GB EMMC Storage,3.9,16990,intel celeron dual core processor4 gb lpddr4 ram64 bit chrome operating system35.56 cm (14 inch) touchscreen display1 year onsite warranty
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U -,Windows 11 Home,8 GB,512 GB SSD,4.2,29990,amd ryzen 3 quad core processor8 gb lpddr5 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
MSI AMD Ryzen 5 Hexa Core 7530U -,Windows 11 Home,16 GB,512 GB SSD,,39990,amd ryzen 5 hexa core processor16 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year carry-in warranty
DELL 15 Intel Core i7 13th Gen 1355U -,Windows 11 Home,16 GB,512 GB SSD,3.2,70490,"intel core i7 processor (13th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite hardware service"
DELL 15 Intel Core i3 12th Gen 1215U -,Windows 11 Home,8 GB,512 GB SSD,4.3,31990,"intel core i3 processor (12th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymy dell (dell power manager,dell support assist)1 year onsite warranty"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H -,Windows 11 Home,16 GB,512 GB SSD,4.3,69990,intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year carry-in warranty
MSI Modern 15 Intel Core i7 12th Gen 1255U -,Windows 11 Home,16 GB,512 GB SSD,,49990,intel core i7 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year warranty term
Lenovo V 14,2025,,,,33990,"intel core i3 processor (12th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 pro1 year onsite warranty"
